Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
6,15873,3,4,73,935,73,0,24.333334,42.14657,935,0,233.75,467.5,63504.062,441.00043,2645.5,6131.779,15157,3.0,15426,7713.0,10527.405,15157,269,15870,5290.0,8781.234,15427,19.0,0,0,0,0,72,92,189.00018,252.00026,0,935,126.0,327.88196,107506.57,0,0,1,1,0,0,0,1,1,144.0,24.333334,233.75,0,0,0,0,0,0,3,73,4,935,65535,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,15490,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,129.11555,15490.0,0.0,15490,15490.0,15490,15490.0,0.0,15490,15490,0,0.0,0.0,0,0.0,0,0,0,0,40,0,129.11555,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,85007992,11,0,352,0,32,32,32.0,0.0,0,0,0.0,0.0,4.140787,0.1293996,8500799.0,5767115.0,19000000,1999916.0,85000000,8500799.0,5767115.0,19000000,1999916,0,0.0,0.0,0,0.0,0,0,0,0,88,0,0.1293996,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.909092,32.0,0.0,0,0,0,0,0,0,11,352,0,0,-1,-1,10,8,13000000.0,0.0,13000000,13000000,13000000.0,4742218.5,19000000,7027959,Benign
6,19986,3,4,299,935,299,0,99.666664,172.62773,935,0,233.75,467.5,61743.22,350.24518,3331.0,5057.577,10675,3.0,10973,5486.5,7337.647,10675,298,19983,6661.0,5830.4966,10985,30.0,0,0,0,0,72,92,150.10507,200.14009,0,935,154.25,332.36844,110468.79,0,0,1,1,0,0,0,1,1,176.28572,99.666664,233.75,0,0,0,0,0,0,3,299,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119658178,136946,0,4382272,0,32,32,32.0,0.0,0,0,0.0,0.0,36623.254,1144.4767,873.7681,17687.57,707795,0.0,120000000,873.7681,17687.57,707795,0,0,0.0,0.0,0,0.0,0,0,0,0,1095568,0,1144.4767,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000233,32.0,0.0,0,0,0,0,0,0,136946,4382272,0,0,-1,-1,136945,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
17,119971995,11,0,352,0,32,32,32.0,0.0,0,0,0.0,0.0,2.9340181,0.09168807,12000000.0,9066098.0,32000000,2983916.0,120000000,12000000.0,9066098.0,32000000,2983916,0,0.0,0.0,0,0.0,0,0,0,0,88,0,0.09168807,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.909092,32.0,0.0,0,0,0,0,0,0,11,352,0,0,-1,-1,10,8,3501872.5,732501.1,4019829,2983916,14100000.0,8934557.0,32000000,5031876,Benign
6,20830,3,4,291,935,291,0,97.0,168.00893,935,0,233.75,467.5,58857.418,336.05377,3471.6667,5210.742,10482,4.0,10900,5450.0,7116.3228,10482,418,20826,6942.0,6016.515,10906,19.0,0,0,0,0,72,92,144.02304,192.03073,0,935,153.25,331.88242,110145.93,0,0,1,1,0,0,0,1,1,175.14285,97.0,233.75,0,0,0,0,0,0,3,291,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,117007984,9,0,288,0,32,32,32.0,0.0,0,0,0.0,0.0,2.4613705,0.07691783,14600000.0,11000000.0,39000000,5000082.0,117000000,14600000.0,11000000.0,39000000,5000082,0,0.0,0.0,0,0.0,0,0,0,0,72,0,0.07691783,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,35.555557,32.0,0.0,0,0,0,0,0,0,9,288,0,0,-1,-1,8,8,0.0,0.0,0,0,14600000.0,11000000.0,39000000,5000082,Benign
17,85991846,10,0,320,0,32,32,32.0,0.0,0,0,0.0,0.0,3.721283,0.11629009,9554650.0,5268352.5,20000000,3000043.0,86000000,9554650.0,5268352.5,20000000,3000043,0,0.0,0.0,0,0.0,0,0,0,0,80,0,0.11629009,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,35.2,32.0,0.0,0,0,0,0,0,0,10,320,0,0,-1,-1,9,8,3985990.0,1394339.6,4971937,3000043,11100000.0,4836669.0,20000000,5999973,Benign
6,15006,3,4,261,935,261,0,87.0,150.68842,935,0,233.75,467.5,79701.45,466.48007,2501.0,5554.2275,13820,3.0,14163,7081.5,9529.678,13820,343,15000,5000.0,7942.821,14160,21.0,0,0,0,0,72,92,199.92003,266.56003,0,935,149.5,330.26917,109077.71,0,0,1,1,0,0,0,1,1,170.85715,87.0,233.75,0,0,0,0,0,0,3,261,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,116998626,15,0,480,0,32,32,32.0,0.0,0,0,0.0,0.0,4.1026125,0.12820664,8357044.5,6957800.5,24000000,1012627.0,117000000,8357044.5,6957800.5,24000000,1012627,0,0.0,0.0,0,0.0,0,0,0,0,120,0,0.12820664,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.133335,32.0,0.0,0,0,0,0,0,0,15,480,0,0,-1,-1,14,8,3657750.8,1497255.0,4956161,2019925,12900000.0,5815566.5,24000000,5956019,Benign
17,119606734,144324,0,4618368,0,32,32,32.0,0.0,0,0,0.0,0.0,38612.94,1206.6544,828.7434,17392.262,744678,0.0,120000000,828.7434,17392.262,744678,0,0,0.0,0.0,0,0.0,0,0,0,0,1154592,0,1206.6544,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00022,32.0,0.0,0,0,0,0,0,0,144324,4618368,0,0,-1,-1,144323,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,15598,3,4,272,935,272,0,90.666664,157.03928,935,0,233.75,467.5,77381.72,448.77548,2599.6667,6077.2666,15002,2.0,15304,7652.0,10394.47,15002,302,15596,5198.6665,8760.864,15314,28.0,0,0,0,0,72,92,192.33235,256.44315,0,935,150.875,330.8221,109443.266,0,0,1,1,0,0,0,1,1,172.42857,90.666664,233.75,0,0,0,0,0,0,3,272,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,111980009,15,0,480,0,32,32,32.0,0.0,0,0,0.0,0.0,4.2864795,0.13395248,7998572.0,5908666.0,20000000,980111.0,112000000,7998572.0,5908666.0,20000000,980111,0,0.0,0.0,0,0.0,0,0,0,0,120,0,0.13395248,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.133335,32.0,0.0,0,0,0,0,0,0,15,480,0,0,-1,-1,14,8,3989037.8,3825880.5,8980071,980111,11500000.0,5441204.5,20000000,5020046,Benign
6,334334935,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,55722489.17,121005048.2,301258371,56.99999997,0,11025521.33,18970959.87,32931138,145426,0,111396559.0,165247583.2,301258428,32931249.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,14712,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,135.94345,14712.0,0.0,14712,14712.0,14712,14712.0,0.0,14712,14712,0,0.0,0.0,0,0.0,0,0,0,0,40,0,135.94345,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,27360,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,73.09942,27360.0,0.0,27360,27360.0,27360,27360.0,0.0,27360,27360,0,0.0,0.0,0,0.0,0,0,0,0,40,0,73.09942,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,115007962,10,0,320,0,32,32,32.0,0.0,0,0,0.0,0.0,2.782416,0.0869505,12800000.0,7048473.0,24000000,4007877.0,115000000,12800000.0,7048473.0,24000000,4007877,0,0.0,0.0,0,0.0,0,0,0,0,80,0,0.0869505,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,35.2,32.0,0.0,0,0,0,0,0,0,10,320,0,0,-1,-1,9,8,0.0,0.0,0,0,13900000.0,6664461.0,24000000,7000007,Benign
17,119854151,103598,0,3315136,0,32,32,32.0,0.0,0,0,0.0,0.0,27659.752,864.36725,1156.9269,23544.361,812914,0.0,120000000,1156.9269,23544.361,812914,0,0,0.0,0.0,0,0.0,0,0,0,0,828784,0,864.36725,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00031,32.0,0.0,0,0,0,0,0,0,103598,3315136,0,0,-1,-1,103597,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,24453,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,81.78956,24453.0,0.0,24453,24453.0,24453,24453.0,0.0,24453,24453,0,0.0,0.0,0,0.0,0,0,0,0,40,0,81.78956,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119990402,138163,0,4421216,0,32,32,32.0,0.0,0,0,0.0,0.0,36846.414,1151.4504,868.47614,17994.943,601727,0.0,120000000,868.47614,17994.943,601727,0,0,0.0,0.0,0,0.0,0,0,0,0,1105304,0,1151.4504,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000233,32.0,0.0,0,0,0,0,0,0,138163,4421216,0,0,-1,-1,138162,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,10836,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,184.56995,10836.0,0.0,10836,10836.0,10836,10836.0,0.0,10836,10836,0,0.0,0.0,0,0.0,0,0,0,0,40,0,184.56995,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,11113,3,4,334,935,334,0,111.333336,192.83499,935,0,233.75,467.5,114190.586,629.89294,1852.1666,4227.902,10478,3.0,10758,5379.0,7211.075,10478,280,11110,3703.3333,6116.975,10765,42.0,0,0,0,0,72,92,269.9541,359.9388,0,935,158.625,334.7677,112069.414,0,0,1,1,0,0,0,1,1,181.28572,111.333336,233.75,0,0,0,0,0,0,3,334,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,10232,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,195.46521,10232.0,0.0,10232,10232.0,10232,10232.0,0.0,10232,10232,0,0.0,0.0,0,0.0,0,0,0,0,40,0,195.46521,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119991986,10,0,320,0,32,32,32.0,0.0,0,0,0.0,0.0,2.6668448,0.0833389,13300000.0,17200000.0,56000000,999960.0,120000000,13300000.0,17200000.0,56000000,999960,0,0.0,0.0,0,0.0,0,0,0,0,80,0,0.0833389,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,35.2,32.0,0.0,0,0,0,0,0,0,10,320,0,0,-1,-1,9,8,2991947.5,1402968.5,3983996,1999899,22200000.0,19200000.0,56000000,9007961,Benign
6,29967,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,66.74008,29967.0,0.0,29967,29967.0,29967,29967.0,0.0,29967,29967,0,0.0,0.0,0,0.0,0,0,0,0,40,0,66.74008,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,334357222,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,55726203.67,121199745.2,301699033,31.00000004,0,10886063.0,18728671.37,32511905,146284,0,111403709.7,165600422.7,301699064,32512065.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,332500358,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,55416726.33,120574254.4,300130563,70.99999993,0,10789931.67,18563638.93,32225213,144582,0,110785320.0,164767575.3,300130634,32225326.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
17,82008084,7,0,224,0,32,32,32.0,0.0,0,0,0.0,0.0,2.731438,0.08535744,13700000.0,15700000.0,42000000,987932.0,82000000,13700000.0,15700000.0,42000000,987932,0,0.0,0.0,0,0.0,0,0,0,0,56,0,0.08535744,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,36.57143,32.0,0.0,0,0,0,0,0,0,7,224,0,0,-1,-1,6,8,987932.0,0.0,987932,987932,16200000.0,16100000.0,42000000,5000082,Benign
17,119624671,108107,0,3459424,0,32,32,32.0,0.0,0,0,0.0,0.0,28918.984,903.71826,1106.5498,21455.992,1174039,0.0,120000000,1106.5498,21455.992,1174039,0,0,0.0,0.0,0,0.0,0,0,0,0,864856,0,903.71826,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000298,32.0,0.0,0,0,0,0,0,0,108107,3459424,0,0,-1,-1,108106,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
17,119999957,112592,0,3602944,0,32,32,32.0,0.0,0,0,0.0,0.0,30024.545,938.267,1065.8042,22101.611,673190,0.0,120000000,1065.8042,22101.611,673190,0,0,0.0,0.0,0,0.0,0,0,0,0,900736,0,938.267,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000286,32.0,0.0,0,0,0,0,0,0,112592,3602944,0,0,-1,-1,112591,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,20783,3,4,316,935,316,0,105.333336,182.44269,935,0,233.75,467.5,60193.426,336.81375,3463.8333,4931.451,10309,3.0,11485,5742.5,6462.249,10312,1173,20780,6926.6665,6079.7017,11486,24.0,0,0,0,0,72,92,144.34874,192.465,0,935,156.375,333.4786,111207.984,0,0,1,1,0,0,0,1,1,178.71428,105.333336,233.75,0,0,0,0,0,0,3,316,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,19455,3,4,339,935,339,0,113.0,195.72174,935,0,233.75,467.5,65484.453,359.8047,3242.5,5319.9165,12839,3.0,13134,6567.0,8869.947,12839,295,19452,6484.0,6558.9785,13134,20.0,0,0,0,0,72,92,154.20201,205.60268,0,935,159.25,335.14633,112323.07,0,0,1,1,0,0,0,1,1,182.0,113.0,233.75,0,0,0,0,0,0,3,339,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,21429,3,4,260,935,260,0,86.666664,150.11107,935,0,233.75,467.5,55765.55,326.66013,3571.5,5576.198,12759,5.0,13088,6544.0,8789.337,12759,329,21424,7141.3335,6610.8364,13088,23.0,0,0,0,0,72,92,139.99721,186.66293,0,935,149.375,330.2211,109045.984,0,0,1,1,0,0,0,1,1,170.71428,86.666664,233.75,0,0,0,0,0,0,3,260,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,12590,3,4,334,935,334,0,111.333336,192.83499,935,0,233.75,467.5,100794.28,555.9968,2098.3333,4727.899,11739,4.0,12004,6002.0,8113.3433,11739,265,12586,4195.3335,6767.7334,12004,25.0,0,0,0,0,72,92,238.28435,317.71246,0,935,158.625,334.7677,112069.414,0,0,1,1,0,0,0,1,1,181.28572,111.333336,233.75,0,0,0,0,0,0,3,334,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,25346,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,78.90791,25346.0,0.0,25346,25346.0,25346,25346.0,0.0,25346,25346,0,0.0,0.0,0,0.0,0,0,0,0,40,0,78.90791,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,117014946,16,0,512,0,32,32,32.0,0.0,0,0,0.0,0.0,4.3755093,0.13673466,7800996.5,5601445.0,20000000,950545.0,117000000,7800996.5,5601445.0,20000000,950545,0,0.0,0.0,0,0.0,0,0,0,0,128,0,0.13673466,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.0,32.0,0.0,0,0,0,0,0,0,16,512,0,0,-1,-1,15,8,1985682.5,2007093.1,4996134,950545,9915656.0,4926664.0,20000000,5020032,Benign
17,116999971,15,0,480,0,32,32,32.0,0.0,0,0,0.0,0.0,4.1025653,0.12820517,8357141.0,4731619.0,17000000,2000072.0,117000000,8357141.0,4731619.0,17000000,2000072,0,0.0,0.0,0,0.0,0,0,0,0,120,0,0.12820517,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.133335,32.0,0.0,0,0,0,0,0,0,15,480,0,0,-1,-1,14,8,4337998.5,573415.56,4999834,3990181,11000000.0,3708569.2,17000000,7003988,Benign
6,4814,3,4,73,935,73,0,24.333334,42.14657,935,0,233.75,467.5,209389.28,1454.0923,802.3333,1252.8682,3163,3.0,3541,1770.5,1969.2924,3163,378,4808,1602.6666,1786.0082,3538,18.0,0,0,0,0,72,92,623.1824,830.90985,0,935,126.0,327.88196,107506.57,0,0,1,1,0,0,0,1,1,144.0,24.333334,233.75,0,0,0,0,0,0,3,73,4,935,65535,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,11369,3,4,315,935,315,0,105.0,181.86534,935,0,233.75,467.5,109948.1,615.7094,1894.8334,4286.552,10639,4.0,10937,5468.5,7312.1914,10639,298,11365,3788.3333,6212.279,10959,34.0,0,0,0,0,72,92,263.87546,351.83392,0,935,156.25,333.4104,111162.5,0,0,1,1,0,0,0,1,1,178.57143,105.0,233.75,0,0,0,0,0,0,3,315,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,15749,3,4,287,935,287,0,95.666664,165.69952,935,0,233.75,467.5,77592.23,444.47266,2624.8333,5761.121,14355,4.0,14658,7329.0,9936.265,14355,303,15743,5247.6665,8164.592,14656,21.0,0,0,0,0,72,92,190.48828,253.98438,0,935,152.75,331.64816,109990.5,0,0,1,1,0,0,0,1,1,174.57143,95.666664,233.75,0,0,0,0,0,0,3,287,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,332731822,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,55455303.67,120329370.3,299598600,30.99999998,0,11044407.33,19003620.16,32987737,145485,0,110862170.3,164280670.6,299598631,32987880.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,15035329,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3007065.8,3164563.951,8011076,1009726.0,0,3007065.8,3164563.951,8011076,1009726,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,15033588,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3006717.6,3162177.273,8002961,1008544.0,0,3006717.6,3162177.273,8002961,1008544,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,20431,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,97.89046,20431.0,0.0,20431,20431.0,20431,20431.0,0.0,20431,20431,0,0.0,0.0,0,0.0,0,0,0,0,40,0,97.89046,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,23461,3,4,314,935,314,0,104.666664,181.28798,935,0,233.75,467.5,53237.29,298.3675,3910.1667,6482.4595,15700,2.0,15980,7990.0,10903.587,15700,280,23459,7819.6665,7984.952,15990,34.0,0,0,0,0,72,92,127.87179,170.49571,0,935,156.125,333.34256,111117.266,0,0,1,1,0,0,0,1,1,178.42857,104.666664,233.75,0,0,0,0,0,0,3,314,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,22578,3,4,267,935,267,0,89.0,154.15253,935,0,233.75,467.5,53237.664,310.03632,3763.0,5833.5713,12992,4.0,13267,6633.5,8992.277,12992,275,22573,7524.3335,6796.6445,13266,20.0,0,0,0,0,72,92,132.87271,177.1636,0,935,150.25,330.56522,109273.36,0,0,1,1,0,0,0,1,1,171.71428,89.0,233.75,0,0,0,0,0,0,3,267,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,10841,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,184.48483,10841.0,0.0,10841,10841.0,10841,10841.0,0.0,10841,10841,0,0.0,0.0,0,0.0,0,0,0,0,40,0,184.48483,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,23143,3,4,299,935,299,0,99.666664,172.62773,935,0,233.75,467.5,53320.66,302.46725,3857.1667,6428.978,15632,3.0,15924,7962.0,10847.018,15632,292,23140,7713.3335,7956.171,15925,40.0,0,0,0,0,72,92,129.62883,172.83844,0,935,154.25,332.36844,110468.79,0,0,1,1,0,0,0,1,1,176.28572,99.666664,233.75,0,0,0,0,0,0,3,299,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119901764,138039,0,4417248,0,32,32,32.0,0.0,0,0,0.0,0.0,36840.56,1151.2675,868.6142,18064.244,574959,0.0,120000000,868.6142,18064.244,574959,0,0,0.0,0.0,0,0.0,0,0,0,0,1104312,0,1151.2675,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000233,32.0,0.0,0,0,0,0,0,0,138039,4417248,0,0,-1,-1,138038,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,29184,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68.5307,29184.0,0.0,29184,29184.0,29184,29184.0,0.0,29184,29184,0,0.0,0.0,0,0.0,0,0,0,0,40,0,68.5307,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,118005063,12,0,384,0,32,32,32.0,0.0,0,0,0.0,0.0,3.2540977,0.10169055,10700000.0,18600000.0,64000000,999990.0,118000000,10700000.0,18600000.0,64000000,999990,0,0.0,0.0,0,0.0,0,0,0,0,96,0,0.10169055,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.666668,32.0,0.0,0,0,0,0,0,0,12,384,0,0,-1,-1,11,8,6003963.5,2828477.2,8003999,4003928,25500000.0,26400000.0,64000000,6995907,Benign
17,118008139,18,0,576,0,32,32,32.0,0.0,0,0,0.0,0.0,4.881019,0.15253185,6941655.0,4574216.0,14000000,1014113.0,118000000,6941655.0,4574216.0,14000000,1014113,0,0.0,0.0,0,0.0,0,0,0,0,144,0,0.15253185,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.77778,32.0,0.0,0,0,0,0,0,0,18,576,0,0,-1,-1,17,8,3991678.5,1260126.4,4991916,2011318,10500000.0,3231874.5,14000000,5028068,Benign
6,15016,3,4,334,935,334,0,111.333336,192.83499,935,0,233.75,467.5,84509.86,466.16943,2502.6667,5539.649,13785,4.0,14022,7011.0,9579.883,13785,237,15009,5003.0,7822.459,14019,21.0,0,0,0,0,72,92,199.7869,266.38254,0,935,158.625,334.7677,112069.414,0,0,1,1,0,0,0,1,1,181.28572,111.333336,233.75,0,0,0,0,0,0,3,334,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
